exemptn_no,mfr_no,mfr_name,report_id,date_of_event,mfr_aware_date,event_type,dev_prob_cd,report_year,report_qtr,initial_report_flag,dev_id,product_code,brand_name,model_no,catalog_no,impl_avail_for_eval,impl_ret_to_mfr
1999001,1219930,COVIDIEN ,1999090552,,10/14/1999,M,2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999090566,,10/14/1999,M,1103,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999090583,,10/14/1999,M,2379,1999,4,I,176619,GDO,ENDO CLIP M APPLIER,,176619,,
1999001,1219930,COVIDIEN ,1999090630,,10/15/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999090645,,10/16/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999090650,,10/16/1999,M,2579,1999,4,I,134053,GDO,PREM SURGICLIP II M-11.5,,134053,,
1999001,1219930,COVIDIEN ,1999090691,,10/17/1999,M,2379;2579,1999,4,I,134044,GDO,PREMIUM SURGICLIP M-9.75 TIT,,134044,,
1999001,1219930,COVIDIEN ,1999090731,,10/20/1999,M,2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999090740,,10/20/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999090784,,10/21/1999,M,1103,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999090807,,10/21/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999090809,,10/21/1999,M,2579,1999,4,I,134053,GDO,PREM SURGICLIP II M-11.5,,134053,,
1999001,1219930,COVIDIEN ,1999090810,,10/21/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999090813,,10/21/1999,M,2379,1999,4,I,134031,GDO,PREMIUM SURGICLIP M-11.5 TIT,,134031,,
1999001,1219930,COVIDIEN ,1999090850,,10/22/1999,M,1103,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999090860,,10/22/1999,M,2379,1999,4,I,134053,GDO,PREM SURGICLIP II M-11.5,,134053,,
1999001,1219930,COVIDIEN ,1999090861,,10/22/1999,M,2379,1999,4,I,176625,GDO,ENDO CLIP APPLIER LARGE,,176625,,
1999001,1219930,COVIDIEN ,1999090871,,10/23/1999,M,2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999090904,,10/23/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999090965,,10/24/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999090981,,10/24/1999,M,2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999090988,,10/24/1999,M,2579,1999,4,I,176625,GDO,ENDO CLIP APPLIER LARGE,,176625,,
1999001,1219930,COVIDIEN ,1999091016,,10/27/1999,M,2379,1999,4,I,134044,GDO,PREMIUM SURGICLIP M-9.75 TIT,,134044,,
1999001,1219930,COVIDIEN ,1999091026,,10/27/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999091033,,10/27/1999,M,2379,1999,4,I,176599,GDO,ENDO CLIP 10MM REUSABLE INST,,176599,,
1999001,1219930,COVIDIEN ,1999091114,,10/29/1999,M,1103,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999091119,,10/28/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999091127,,10/28/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999091151,,10/28/1999,M,2379,1999,4,I,134044,GDO,PREMIUM SURGICLIP M-9.75 TIT,,134044,,
1999001,1219930,COVIDIEN ,1999091157,,10/28/1999,M,2379,1999,4,I,176599,GDO,ENDO CLIP 10MM REUSABLE INST,,176599,,
1999001,1219930,COVIDIEN ,1999091199,,10/29/1999,M,2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999091205,,10/29/1999,M,2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100015,,10/31/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100018,,10/31/1999,M,2379,1999,4,I,134031,GDO,PREMIUM SURGICLIP M-11.5 TIT,,134031,,
1999001,1219930,COVIDIEN ,1999100020,,10/31/1999,M,2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999100023,,10/31/1999,M,2379,1999,4,I,134053,GDO,PREM SURGICLIP II M-11.5,,134053,,
1999001,1219930,COVIDIEN ,1999100024,,11/01/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100026,,10/31/1999,M,2379,1999,4,I,134044,GDO,PREMIUM SURGICLIP M-9.75 TIT,,134044,,
1999001,1219930,COVIDIEN ,1999100050,,11/01/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100081,,11/04/1999,M,2379,1999,4,I,176615,GDO,ENDO CLIP M/L APPLIER,,176615,,
1999001,1219930,COVIDIEN ,1999100181,,11/05/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999100203,,11/05/1999,M,1103,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100238,,11/05/1999,M,1103,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100262,,11/07/1999,M,1103,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100342,,11/11/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100412,,11/05/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100414,,11/12/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100455,,11/13/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999100457,,11/13/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999100508,,11/14/1999,M,2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999100522,,11/13/1999,M,1103,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100552,,11/14/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100556,,11/15/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100557,,11/14/1999,M,2379,1999,4,I,134053,GDO,PREM SURGICLIP II M-11.5,,134053,,
1999001,1219930,COVIDIEN ,1999100585,,11/18/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100601,,11/18/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100616,,11/18/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100618,,11/18/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100639,,11/19/1999,M,1103,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100649,,11/19/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100670,,11/19/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100671,,11/19/1999,M,2379,1999,4,I,176625,GDO,ENDO CLIP APPLIER LARGE,,176625,,
1999001,1219930,COVIDIEN ,1999100673,,11/19/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100675,,11/19/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100699,,11/20/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100708,,11/20/1999,M,2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100730,,11/21/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100800,,11/20/1999,M,2579,1999,4,I,176625,GDO,ENDO CLIP APPLIER LARGE,,176625,,
1999001,1219930,COVIDIEN ,1999100813,,11/20/1999,M,2379;2579,1999,4,I,176625,GDO,ENDO CLIP APPLIER LARGE,,176625,,
1999001,1219930,COVIDIEN ,1999100820,,11/22/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999100821,,11/20/1999,M,2579,1999,4,I,176599,GDO,ENDO CLIP 10MM REUSABLE INST,,176599,,
1999001,1219930,COVIDIEN ,1999100822,,11/20/1999,M,2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100843,,11/22/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100844,,11/22/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100847,,11/20/1999,M,1103;2379,1999,4,I,134051,GDO,PREM SURGICLIP II M-9.75,,134051,,
1999001,1219930,COVIDIEN ,1999100872,,11/22/1999,M,2379,1999,4,I,176625,GDO,ENDO CLIP APPLIER LARGE,,176625,,
1999001,1219930,COVIDIEN ,1999100881,,11/21/1999,M,2579,1999,4,I,134046,GDO,PREM SURGICLIP S-9.0 TIT,,134046,,
1999001,1219930,COVIDIEN ,1999100891,,11/25/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100908,,11/25/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100910,,11/25/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100911,,11/25/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100920,,11/25/1999,M,2579,1999,4,I,134053,GDO,PREM SURGICLIP II M-11.5,,134053,,
1999001,1219930,COVIDIEN ,1999100936,,11/26/1999,M,2379,1999,4,I,176615,GDO,ENDO CLIP M/L APPLIER,,176615,,
1999001,1219930,COVIDIEN ,1999100945,,11/26/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100970,,11/18/1999,M,2379,1999,4,I,176599,GDO,ENDO CLIP 10MM REUSABLE INST,,176599,,
1999001,1219930,COVIDIEN ,1999100973,,11/26/1999,M,2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999100977,,11/26/1999,M,2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999100982,,11/26/1999,M,1103;2379,1999,4,I,176625,GDO,ENDO CLIP APPLIER LARGE,,176625,,
1999001,1219930,COVIDIEN ,1999100995,,11/26/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999101020,,11/27/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999101075,,11/27/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999101081,,11/28/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999101082,,11/28/1999,M,2379;2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999101090,,11/28/1999,M,2579,1999,4,I,176599,GDO,ENDO CLIP 10MM REUSABLE INST,,176599,,
1999001,1219930,COVIDIEN ,1999101092,,11/28/1999,M,2379;2579,1999,4,I,134046,GDO,PREM SURGICLIP S-9.0 TIT,,134046,,
1999001,1219930,COVIDIEN ,1999101098,,11/28/1999,M,2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999101101,,11/27/1999,M,2379,1999,4,I,176599,GDO,ENDO CLIP 10MM REUSABLE INST,,176599,,
1999001,1219930,COVIDIEN ,1999101131,,11/29/1999,M,2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999101132,,11/29/1999,M,1103,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999101136,,11/29/1999,M,1103,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999101140,,11/28/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999101141,,11/28/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110010,,11/29/1999,M,2379;2579,1999,4,I,176502,GDO,ENDO CLIP DLU FOR 10MM REUSABLE INST,,176502,,
1999001,1219930,COVIDIEN ,1999110013,,11/29/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110015,,11/29/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110133,,12/03/1999,M,1103,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110137,,12/03/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999110145,,12/03/1999,M,2579,1999,4,I,176625,GDO,ENDO CLIP APPLIER LARGE,,176625,,
1999001,1219930,COVIDIEN ,1999110146,,12/03/1999,M,2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999110174,,12/03/1999,M,2379,1999,4,I,134031,GDO,PREMIUM SURGICLIP M-11.5 TIT,,134031,,
1999001,1219930,COVIDIEN ,1999110179,,12/03/1999,M,2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999110189,,12/04/1999,M,2379,1999,4,I,134046,GDO,PREM SURGICLIP S-9.0 TIT,,134046,,
1999001,1219930,COVIDIEN ,1999110194,,12/03/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110227,,12/03/1999,M,2379,1999,4,I,134046,GDO,PREM SURGICLIP S-9.0 TIT,,134046,,
1999001,1219930,COVIDIEN ,1999110245,,12/04/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110261,,12/04/1999,M,2579,1999,4,I,134051,GDO,PREM SURGICLIP II M-9.75,,134051,,
1999001,1219930,COVIDIEN ,1999110262,,12/04/1999,M,2579,1999,4,I,134053,GDO,PREM SURGICLIP II M-11.5,,134053,,
1999001,1219930,COVIDIEN ,1999110263,,12/04/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999110312,,12/04/1999,M,2379,1999,4,I,134044,GDO,PREMIUM SURGICLIP M-9.75 TIT,,134044,,
1999001,1219930,COVIDIEN ,1999110320,,12/04/1999,M,2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110321,,12/04/1999,M,2379,1999,4,I,134046,GDO,PREM SURGICLIP S-9.0 TIT,,134046,,
1999001,1219930,COVIDIEN ,1999110366,,12/08/1999,M,1103;2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999110381,,12/08/1999,M,2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110412,,12/08/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110444,,12/11/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110449,,12/11/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110452,,12/08/1999,M,2379,1999,4,I,134053,GDO,PREM SURGICLIP II M-11.5,,134053,,
1999001,1219930,COVIDIEN ,1999110562,,12/15/1999,M,2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999110580,,12/15/1999,M,2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110582,,12/15/1999,M,2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110649,,12/11/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999110654,,12/17/1999,M,2379;2579,1999,4,I,134031,GDO,PREMIUM SURGICLIP M-11.5 TIT,,134031,,
1999001,1219930,COVIDIEN ,1999110691,,12/17/1999,M,2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110709,,12/16/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110715,,12/16/1999,M,2379;2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999110727,,12/18/1999,M,2379,1999,4,I,134046,GDO,PREM SURGICLIP S-9.0 TIT,,134046,,
1999001,1219930,COVIDIEN ,1999110753,,12/18/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999110759,,12/17/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110795,,12/19/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999110796,,12/19/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110799,,12/19/1999,M,2379;2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110806,,12/17/1999,M,2379;2579,1999,4,I,134053,GDO,PREM SURGICLIP II M-11.5,,134053,,
1999001,1219930,COVIDIEN ,1999110808,,12/19/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110809,,12/19/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110810,,12/19/1999,M,1103;2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110825,,12/15/1999,M,2379,1999,4,I,176625,GDO,ENDO CLIP APPLIER LARGE,,176625,,
1999001,1219930,COVIDIEN ,1999110826,,12/15/1999,M,2379,1999,4,I,176625,GDO,ENDO CLIP APPLIER LARGE,,176625,,
1999001,1219930,COVIDIEN ,1999110860,,12/18/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110899,,12/15/1999,M,2379,1999,4,I,134053,GDO,PREM SURGICLIP II M-11.5,,134053,,
1999001,1219930,COVIDIEN ,1999110921,,12/15/1999,M,2579,1999,4,I,134053,GDO,PREM SURGICLIP II M-11.5,,134053,,
1999001,1219930,COVIDIEN ,1999110927,,12/23/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110928,,12/23/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999110954,,12/24/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999111004,,12/24/1999,M,1103;2379;2579,1999,4,I,134048,GDO,PREM SURGICLIP L-13.0 TIT,,134048,,
1999001,1219930,COVIDIEN ,1999111017,,12/24/1999,M,2579,1999,4,I,134046,GDO,PREM SURGICLIP S-9.0 TIT,,134046,,
1999001,1219930,COVIDIEN ,1999111019,,12/24/1999,M,2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999111020,,12/24/1999,M,1103;2379;2579,1999,4,I,134048,GDO,PREM SURGICLIP L-13.0 TIT,,134048,,
1999001,1219930,COVIDIEN ,1999111043,,12/29/1999,M,2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999111054,,12/29/1999,M,2579,1999,4,I,134031,GDO,PREMIUM SURGICLIP M-11.5 TIT,,134031,,
1999001,1219930,COVIDIEN ,1999111058,,12/24/1999,M,2379;2579,1999,4,I,176599T,GDO,ENDO CLIP* REUSABLE (NEW TUBE),,176599T,,
1999001,1219930,COVIDIEN ,1999111060,,12/29/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999111061,,12/29/1999,M,2379;2579,1999,4,I,176599T,GDO,ENDO CLIP* REUSABLE (NEW TUBE),,176599T,,
1999001,1219930,COVIDIEN ,1999111062,,12/29/1999,M,2379;2579,1999,4,I,176599T,GDO,ENDO CLIP* REUSABLE (NEW TUBE),,176599T,,
1999001,1219930,COVIDIEN ,1999111078,,12/29/1999,M,2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999111079,,12/29/1999,M,2379;2579,1999,4,I,176625,GDO,ENDO CLIP APPLIER LARGE,,176625,,
1999001,1219930,COVIDIEN ,1999111083,,12/31/1999,M,2579,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999111086,,12/29/1999,M,1103;1104,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999111091,,12/29/1999,M,1103;2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999111092,,12/29/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999111100,,12/31/1999,M,2379;2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999111101,,12/31/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999111110,,12/31/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999120005,,12/31/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999120009,,12/31/1999,M,2379,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999120010,,12/31/1999,M,2379,1999,4,I,176615,GDO,ENDO CLIP M/L APPLIER,,176615,,
1999001,1219930,COVIDIEN ,1999120015,,12/31/1999,M,2379,1999,4,I,176625,GDO,ENDO CLIP APPLIER LARGE,,176625,,
1999001,1219930,COVIDIEN ,1999120016,,12/31/1999,M,2379,1999,4,I,134053,GDO,PREM SURGICLIP II M-11.5,,134053,,
1999001,1219930,COVIDIEN ,1999120017,,12/31/1999,M,2379,1999,4,I,134031,GDO,PREMIUM SURGICLIP M-11.5 TIT,,134031,,
1999001,1219930,COVIDIEN ,1999120025,,12/31/1999,M,2379,1999,4,I,176657,GDO,ENDO CLIP II M/L APPLIER,,176657,,
1999001,1219930,COVIDIEN ,1999120027,,12/31/1999,M,2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999120029,,12/31/1999,M,2579,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1999001,1219930,COVIDIEN ,1999120083,,12/29/1999,M,2579,1999,4,I,176625,GDO,ENDO CLIP APPLIER LARGE,,176625,,
1999001,1219930,COVIDIEN ,1999120120,,12/31/1999,M,1103,1999,4,I,176620,GDO,ENDO CLIP 5MM APPLIER,,176620,,
1997044KGZ,2248146,DATASCOPE CORP. CARDIAC ASSIST DIVISION,00350,,10/02/1999,M,1354;1628,1999,4,I,0008-00-0293-01,KGZ,,,,,
1997042,1018233,"C.R. BARD, INC. ",021999100061,,11/05/1999,M,1049,1999,4,I,2551H22,KOD,Bardex  Lubricath  Hematuria Foley Catheter,,2551H22,,
1997042,1018233,"C.R. BARD, INC. ",021999100119,,11/07/1999,M,1149,1999,4,I,0102L16,KOD,,,,,
1997042,1018233,"C.R. BARD, INC. ",021999100149,,11/07/1999,M,1069,1999,4,I,0165L16,KOD,,,,,
